,id,gender,state,region,education,income,vehicle_class,policy_type,monthly_premium,customer_lifetime_value,total_claim_amount,open_complaints
4792,ad56037,m,arizona,central,high school or below,87050.0,suv,personal auto,129.0,5160,619.2,0
4796,ru76604,m,arizona,central,college,46900.0,four-door car,personal auto,66.0,2581,316.8,0
4798,fp66510,f,washington,east,high school or below,43877.0,suv,corporate auto,102.0,8186,414.71,0
4799,tw46585,m,nevada,central,bachelor,50510.55,four-door car,corporate auto,72.0,4768,345.6,0
4800,pe42960,m,california,west,bachelor,58488.0,four-door car,personal auto,73.0,8475,350.4,2
4801,lo28839,f,california,west,bachelor,29193.0,four-door car,corporate auto,61.0,4723,292.8,3
4802,qy41855,f,arizona,central,college,61108.0,four-door car,personal auto,89.0,10485,49.45,0
4803,ua53326,f,oregon,north west,college,23931.0,four-door car,personal auto,95.0,3305,456.0,0
4804,uk59933,m,california,west,college,50510.55,four-door car,personal auto,70.0,5002,504.0,0
4805,lm37855,m,california,west,college,50510.55,suv,personal auto,104.0,7607,638.41,0
4806,uv89069,f,nevada,central,bachelor,34628.0,four-door car,personal auto,71.0,2803,132.52,0
4807,nk40551,f,california,west,high school or below,74089.0,four-door car,personal auto,94.0,7455,648.69,2
4809,du68331,f,oregon,north west,college,30493.0,two-door car,personal auto,62.0,7317,108.09,1
4810,li76661,m,oregon,north west,bachelor,89285.0,two-door car,corporate auto,93.0,7444,243.55,0
4811,cm94209,f,oregon,north west,high school or below,92147.0,four-door car,personal auto,77.0,3087,278.48,2
4812,bn38134,f,washington,east,bachelor,39428.0,two-door car,personal auto,84.0,6728,72.33,2
4814,yk26558,f,california,west,college,50510.55,four-door car,special auto,72.0,5265,135.89,0
4815,xu20264,m,arizona,central,bachelor,23506.0,four-door car,personal auto,113.0,8565,813.6,0
4816,lg85340,f,oregon,north west,bachelor,70811.0,sports car,personal auto,100.0,8086,141.65,0
4817,jz64443,f,washington,east,bachelor,50510.55,four-door car,corporate auto,78.0,4706,555.46,3
4818,cy45848,f,oregon,north west,bachelor,82214.0,four-door car,personal auto,106.0,4274,239.14,1
4819,au13233,f,california,west,high school or below,71401.0,four-door car,personal auto,73.0,5909,287.33,0
4821,jp55271,f,oregon,north west,high school or below,80046.0,suv,personal auto,132.0,10634,260.63,0
4822,tt47031,f,arizona,central,bachelor,76389.0,four-door car,personal auto,68.0,5451,262.0,0
4823,jn55850,m,california,west,doctor,77235.0,two-door car,personal auto,87.0,7036,310.16,0
4824,lh94176,m,arizona,central,high school or below,38595.0,four-door car,personal auto,74.0,8203,415.55,3
4825,zb87718,f,arizona,central,college,50510.55,suv,personal auto,118.0,8715,566.4,0
4826,uq40371,f,nevada,central,master,55359.0,four-door car,special auto,83.0,3353,303.33,0
4827,xj92660,f,nevada,central,master,79814.0,four-door car,personal auto,62.0,5018,31.55,0
4828,sg51792,f,arizona,central,bachelor,75277.0,two-door car,corporate auto,70.0,2753,459.74,3
4829,da73502,m,oregon,north west,bachelor,78618.0,two-door car,personal auto,66.0,2619,225.58,0
4830,uf81905,f,california,west,doctor,20123.0,four-door car,personal auto,63.0,4867,302.4,0
4831,pl44132,m,arizona,central,college,88362.0,two-door car,personal auto,78.0,3062,452.6,0
4832,us29010,m,oregon,north west,bachelor,50510.55,suv,corporate auto,116.0,3545,835.2,3
4833,dw72445,m,oregon,north west,college,52782.0,four-door car,personal auto,85.0,3260,541.09,4
4834,mu53244,f,california,west,bachelor,50510.55,suv,personal auto,137.0,5095,452.3,0
4835,ee57466,f,arizona,central,high school or below,22283.0,four-door car,personal auto,65.0,2397,572.07,0
4836,qv86635,m,california,west,bachelor,28848.0,two-door car,corporate auto,96.0,7428,450.6,0
4837,rt51330,f,california,west,doctor,50510.55,four-door car,corporate auto,64.0,2511,437.18,0
4838,qw44380,m,washington,east,high school or below,54378.0,four-door car,personal auto,66.0,2638,316.8,0
4839,ik66117,m,california,west,high school or below,21827.0,four-door car,special auto,67.0,4969,321.6,0
4842,pj92694,m,california,west,high school or below,57135.0,four-door car,corporate auto,61.0,4763,156.92,0
4843,ym88338,f,california,west,bachelor,58580.0,four-door car,personal auto,61.0,4879,292.8,0
4844,yn61339,m,oregon,north west,college,60475.0,four-door car,personal auto,107.0,4330,513.6,0
4845,fp45327,m,washington,east,college,37937.0,suv,personal auto,116.0,9095,556.8,0
4846,iz26849,f,oregon,north west,bachelor,70360.0,two-door car,personal auto,69.0,5524,331.2,0
4847,yy16391,m,oregon,north west,college,50510.55,four-door car,personal auto,119.0,11836,856.8,0
4848,gx44284,m,california,west,bachelor,47509.0,four-door car,personal auto,66.0,2588,93.13,0
4851,iw87075,m,arizona,central,bachelor,32627.0,four-door car,personal auto,67.0,7280,54.63,4
4852,qy46560,m,arizona,central,bachelor,50510.55,two-door car,personal auto,65.0,2152,460.38,0
4854,im78342,f,oregon,north west,college,50510.55,suv,personal auto,122.0,8631,585.6,2
4855,nt19879,f,arizona,central,bachelor,29177.0,four-door car,personal auto,64.0,4767,307.2,2
4856,sw98498,m,california,west,college,88233.0,four-door car,personal auto,88.0,10439,253.06,0
4857,wl42517,f,washington,east,college,50510.55,suv,personal auto,107.0,3747,549.99,0
4859,kt61396,f,california,west,college,79189.0,two-door car,corporate auto,95.0,3822,50.17,0
4860,gd56260,f,oregon,north west,master,41077.0,two-door car,personal auto,71.0,2863,82.42,0
4861,yd45660,f,arizona,central,bachelor,47048.0,suv,personal auto,118.0,9421,566.4,0
4862,xn50058,m,california,west,doctor,45484.0,four-door car,corporate auto,111.0,8768,532.8,0
4863,qo61775,m,california,west,master,79453.0,suv,personal auto,115.0,4572,242.1,0
4865,ik77998,m,washington,east,high school or below,50510.55,four-door car,personal auto,74.0,2588,851.02,0
4866,fl96333,m,nevada,central,college,73945.0,two-door car,personal auto,78.0,6243,330.87,0
4867,ei58541,f,washington,east,college,14030.0,two-door car,personal auto,72.0,2720,345.6,0
4868,ww68250,m,oregon,north west,bachelor,81799.0,four-door car,personal auto,68.0,2719,326.4,0
4869,xt19780,f,oregon,north west,high school or below,23634.0,two-door car,personal auto,62.0,4804,440.19,0
4870,se44262,m,california,west,bachelor,50510.55,four-door car,personal auto,78.0,2857,374.4,0
4871,go86980,f,oregon,north west,bachelor,56334.0,two-door car,corporate auto,65.0,5170,421.56,0
4872,zb69355,f,oregon,north west,bachelor,23206.0,sports car,personal auto,107.0,4083,513.6,0
4873,tm12486,m,oregon,north west,high school or below,28140.0,four-door car,personal auto,85.0,2960,612.0,0
4875,ss12362,m,california,west,high school or below,50510.55,four-door car,special auto,88.0,12779,633.6,0
4876,vw58299,m,california,west,bachelor,14973.0,suv,personal auto,115.0,12169,828.0,0
4877,tg37039,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,87.0,6241,712.4,0
4878,ro25639,f,nevada,central,doctor,25884.0,four-door car,personal auto,69.0,5443,292.27,3
4879,jk35644,m,oregon,north west,master,11607.0,four-door car,corporate auto,96.0,3552,313.35,0
4882,kn47424,f,oregon,north west,high school or below,60596.0,four-door car,personal auto,71.0,5517,180.34,4
4883,zx80668,m,nevada,central,bachelor,43720.0,suv,personal auto,117.0,13449,561.6,1
4884,oi80614,m,california,west,high school or below,56980.0,two-door car,personal auto,84.0,6689,599.0,0
4885,ja44693,f,oregon,north west,college,50510.55,four-door car,personal auto,68.0,7223,350.21,0
4886,fi61059,m,oregon,north west,college,50510.55,four-door car,personal auto,67.0,4311,482.4,1
4887,zf81243,f,nevada,central,bachelor,63774.0,four-door car,personal auto,111.0,4376,60.04,0
4888,xd19934,m,oregon,north west,high school or below,61650.0,four-door car,personal auto,88.0,10507,117.47,0
4889,ta77711,m,oregon,north west,college,31354.0,suv,personal auto,109.0,8667,527.76,0
4890,ps92059,f,california,west,doctor,44190.0,four-door car,corporate auto,74.0,5939,10.69,0
4892,ev95033,m,oregon,north west,master,79751.0,two-door car,special auto,63.0,2551,392.24,0
4893,cs30775,m,california,west,high school or below,50510.55,two-door car,personal auto,64.0,4191,535.95,1
4894,ci51999,m,arizona,central,college,12266.0,suv,personal auto,114.0,8161,732.05,1
4895,hk96298,m,california,west,master,61807.0,four-door car,personal auto,70.0,2785,104.21,0
4896,uo59377,f,arizona,central,high school or below,11828.0,four-door car,personal auto,90.0,10083,571.48,0
4900,dw72437,f,oregon,north west,master,43386.0,two-door car,personal auto,68.0,2731,315.35,0
4901,ge49670,m,arizona,central,high school or below,50510.55,four-door car,personal auto,101.0,7429,549.69,0
4902,tk38409,m,nevada,central,college,72302.0,two-door car,personal auto,66.0,2617,316.8,0
4903,od89873,m,arizona,central,bachelor,71391.0,four-door car,corporate auto,67.0,8045,284.0,0
4904,kw41658,m,arizona,central,bachelor,21606.0,four-door car,personal auto,71.0,2534,340.8,3
4905,uz35113,f,california,west,bachelor,74489.0,suv,special auto,124.0,10014,128.54,0
4906,ho81102,m,washington,east,high school or below,50549.0,four-door car,personal auto,61.0,4745,292.8,0
4908,tb40283,f,california,west,bachelor,50510.55,suv,corporate auto,139.0,14635,667.2,0
4909,cr76145,m,california,west,college,50510.55,four-door car,personal auto,105.0,3885,504.0,0
4910,tk45392,f,california,west,bachelor,35625.0,four-door car,personal auto,65.0,5107,288.57,1
4911,jn78502,f,washington,east,high school or below,25370.0,suv,special auto,116.0,9385,556.8,0
4912,kz60207,m,arizona,central,college,51523.0,four-door car,personal auto,62.0,5008,297.6,0
4914,es21306,m,california,west,bachelor,50510.55,suv,personal auto,125.0,8559,615.56,0
4915,at29024,f,california,west,high school or below,27005.0,four-door car,corporate auto,61.0,4893,311.84,0
4916,np23146,f,arizona,central,college,62808.0,two-door car,special auto,66.0,5366,211.52,0
4917,sy48471,f,california,west,high school or below,88692.0,four-door car,personal auto,64.0,5164,253.19,0
4919,ce69971,f,oregon,north west,master,19064.0,four-door car,personal auto,98.0,7403,136.25,1
4920,gm54859,m,oregon,north west,high school or below,50510.55,two-door car,personal auto,88.0,6052,633.6,0
4921,wy27579,m,oregon,north west,bachelor,60345.0,two-door car,personal auto,93.0,7229,36.11,0
4922,zt87452,f,oregon,north west,bachelor,59592.0,four-door car,personal auto,84.0,3301,161.23,0
4923,jm35350,f,california,west,college,15648.0,two-door car,special auto,73.0,5505,413.27,1
4924,pt40521,f,california,west,bachelor,23904.0,suv,corporate auto,123.0,4334,590.4,3
4925,tn71469,f,oregon,north west,college,90893.0,suv,personal auto,110.0,4349,700.0,0
4926,ge26813,m,arizona,central,high school or below,50510.55,four-door car,personal auto,66.0,4882,475.2,0
4927,lu37653,f,oregon,north west,college,74001.0,four-door car,corporate auto,84.0,10115,224.27,0
4928,qw40254,m,oregon,north west,college,28447.0,four-door car,personal auto,67.0,5260,321.6,0
4929,mh76107,m,california,west,college,56586.0,sports car,personal auto,100.0,4014,121.93,0
4931,sf29524,m,oregon,north west,doctor,19186.0,four-door car,personal auto,62.0,4519,297.6,0
4933,wz56476,f,california,west,doctor,50510.55,four-door car,personal auto,84.0,6265,481.03,1
4934,pp62909,f,oregon,north west,master,50510.55,sports car,special auto,109.0,12169,30.99,0
4935,xy57950,m,california,west,college,50510.55,four-door car,special auto,99.0,3618,475.2,0
4936,ra97108,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,91.0,6475,436.8,0
4937,lt57545,f,california,west,college,18892.0,four-door car,personal auto,73.0,5575,106.81,0
4939,po26937,m,oregon,north west,bachelor,95102.0,four-door car,corporate auto,101.0,8223,94.34,0
4940,gj99406,f,arizona,central,college,70263.0,two-door car,corporate auto,93.0,7463,7.35,0
4941,lu86185,f,california,west,master,50510.55,sports car,corporate auto,122.0,9031,650.52,0
4942,ro82935,f,nevada,central,high school or below,18120.0,two-door car,personal auto,63.0,7029,302.4,4
4943,sc47383,f,nevada,central,bachelor,38169.0,four-door car,corporate auto,62.0,7407,71.68,0
4944,lv27997,m,oregon,north west,college,64801.0,four-door car,personal auto,64.0,7582,268.47,0
4945,rj32720,f,arizona,central,college,86036.0,four-door car,personal auto,90.0,10719,501.27,3
4946,kr90607,f,washington,east,college,50510.55,suv,personal auto,101.0,3721,862.5,0
4947,pz95949,m,arizona,central,doctor,31278.0,two-door car,personal auto,92.0,3528,441.6,4
4949,qh60569,f,california,west,college,71587.0,two-door car,personal auto,99.0,11955,133.1,0
4950,ii27516,m,california,west,high school or below,44368.0,two-door car,personal auto,80.0,6366,384.0,0
4951,qi21338,f,oregon,north west,high school or below,76157.0,two-door car,personal auto,116.0,4669,556.8,0
4952,hg83893,f,nevada,central,high school or below,59183.0,suv,personal auto,113.0,9101,542.4,0
4953,rn66346,m,california,west,master,91015.0,two-door car,personal auto,73.0,14663,119.06,1
4954,rs53995,m,california,west,college,52774.0,two-door car,corporate auto,66.0,7530,78.45,4
4955,td90177,m,oregon,north west,college,37876.0,four-door car,personal auto,69.0,2648,300.06,0
4956,fp11025,f,california,west,bachelor,57938.0,suv,special auto,101.0,8072,282.46,0
4957,sa62385,f,oregon,north west,high school or below,26526.0,four-door car,personal auto,99.0,7645,523.7,0
4958,nl68893,m,california,west,bachelor,76608.0,four-door car,personal auto,62.0,2485,91.23,0
4960,rm31359,f,oregon,north west,high school or below,48056.0,four-door car,corporate auto,78.0,3129,374.4,0
4961,wm19996,m,california,west,bachelor,45428.0,suv,corporate auto,109.0,8350,487.27,1
4962,su32452,f,arizona,central,bachelor,89196.0,four-door car,personal auto,81.0,3242,41.18,0
4963,mz79386,f,california,west,bachelor,88893.0,four-door car,personal auto,86.0,6925,72.87,0
4964,oy15095,m,oregon,north west,bachelor,50510.55,two-door car,personal auto,97.0,5099,609.05,4
4965,uv99893,f,arizona,central,bachelor,92722.0,two-door car,corporate auto,72.0,2885,28.13,1
4966,ld48189,f,nevada,central,high school or below,57693.0,four-door car,personal auto,76.0,5980,547.2,0
4967,ek13316,f,arizona,central,bachelor,53249.0,four-door car,personal auto,67.0,5416,343.34,0
4968,fe82005,f,oregon,north west,bachelor,26304.0,four-door car,personal auto,63.0,2345,302.4,0
4969,bl44708,f,california,west,high school or below,50510.55,two-door car,personal auto,70.0,12557,504.0,0
4970,pq65328,m,oregon,north west,high school or below,71460.0,four-door car,personal auto,74.0,2839,93.95,5
4971,aa56476,f,arizona,central,high school or below,74454.0,four-door car,corporate auto,71.0,5595,340.8,0
4972,bl66157,f,california,west,bachelor,96413.0,four-door car,personal auto,99.0,3980,560.05,0
4973,sn26999,f,oregon,north west,high school or below,98542.0,two-door car,personal auto,90.0,10926,432.0,0
4974,ts81548,f,oregon,north west,master,43416.0,four-door car,personal auto,70.0,5670,336.0,0
4975,dy34902,f,oregon,north west,high school or below,81182.0,four-door car,corporate auto,64.0,5168,307.2,0
4976,sx75100,m,arizona,central,bachelor,79065.0,four-door car,corporate auto,69.0,2760,290.89,0
4977,lz98529,m,arizona,central,high school or below,11721.0,suv,personal auto,102.0,10383,560.92,2
4978,fm10372,f,california,west,college,82414.0,four-door car,personal auto,95.0,3816,30.42,0
4979,qx54666,m,california,west,high school or below,14533.0,four-door car,personal auto,63.0,11172,302.4,0
4980,fr48094,m,arizona,central,high school or below,50510.55,four-door car,personal auto,73.0,2457,525.6,0
4981,fh61723,f,california,west,bachelor,52513.0,two-door car,personal auto,65.0,7481,91.24,3
4982,qy83498,f,oregon,north west,college,50510.55,four-door car,personal auto,87.0,2660,420.04,3
4983,gc81619,f,oregon,north west,master,79487.0,suv,personal auto,114.0,4627,547.2,0
4984,bd84823,m,oregon,north west,high school or below,57449.0,four-door car,personal auto,103.0,12157,494.4,0
4985,eu78163,f,california,west,college,20181.0,four-door car,personal auto,66.0,4793,316.8,2
4986,fd34314,m,arizona,central,bachelor,73339.0,four-door car,corporate auto,71.0,2821,244.4,0
4988,lx27768,f,oregon,north west,bachelor,74057.0,suv,personal auto,105.0,4203,632.24,1
4989,yb91420,f,oregon,north west,bachelor,32225.0,four-door car,personal auto,66.0,7851,316.8,0
4990,qa45054,f,arizona,central,high school or below,60909.0,suv,personal auto,112.0,8932,412.11,0
4991,co53758,m,california,west,high school or below,70999.0,four-door car,corporate auto,63.0,5060,305.6,0
4992,cw57656,f,oregon,north west,college,75457.0,four-door car,personal auto,93.0,11196,151.57,0
4993,mr22119,m,oregon,north west,high school or below,24059.0,suv,personal auto,112.0,4431,537.6,0
4994,di22093,m,california,west,college,56480.0,four-door car,personal auto,87.0,10330,384.7,0
4995,pq35034,f,oregon,north west,college,37586.0,two-door car,corporate auto,63.0,9919,153.49,0
4996,xb30904,m,arizona,central,high school or below,97026.0,two-door car,personal auto,73.0,5876,97.42,0
4997,vf15321,m,washington,east,college,54010.0,four-door car,personal auto,69.0,2734,331.2,0
4998,lx71137,f,arizona,central,bachelor,87485.0,four-door car,personal auto,92.0,3694,441.6,0
4999,si35064,f,washington,east,bachelor,74583.0,suv,personal auto,118.0,9522,161.21,0
5000,si26369,m,oregon,north west,college,50510.55,two-door car,personal auto,64.0,4378,460.8,0
5001,ld69905,m,arizona,central,high school or below,21238.0,four-door car,personal auto,95.0,6432,456.0,4
5002,vy84895,f,nevada,central,high school or below,50510.55,four-door car,personal auto,93.0,6723,669.6,0
5003,ua38043,f,california,west,high school or below,22283.0,four-door car,personal auto,65.0,2397,572.07,0
5004,wm46083,m,arizona,central,master,58237.0,two-door car,personal auto,63.0,2394,273.69,3
5005,gq57207,f,california,west,bachelor,19864.0,four-door car,personal auto,63.0,2359,352.39,0
5006,cq80529,f,oregon,north west,college,57283.0,suv,personal auto,106.0,4081,337.96,1
5008,uf36353,m,oregon,north west,college,71656.0,suv,special auto,137.0,10914,61.92,0
5009,iz24763,f,nevada,central,bachelor,50510.55,four-door car,corporate auto,94.0,3446,590.63,0
5010,tu27017,m,california,west,bachelor,41460.0,four-door car,personal auto,83.0,6625,398.4,0
5012,gq32356,f,nevada,central,high school or below,50510.55,four-door car,personal auto,111.0,3872,799.2,0
5013,pz81131,f,california,west,bachelor,36723.0,suv,personal auto,106.0,4171,580.09,1
5014,zw79814,m,california,west,high school or below,56980.0,two-door car,personal auto,84.0,6689,599.0,0
5015,kv79964,m,arizona,central,doctor,32260.0,four-door car,personal auto,113.0,9009,601.12,0
5016,we38399,m,california,west,bachelor,75644.0,two-door car,personal auto,65.0,4975,467.8,3
5017,mi13678,m,oregon,north west,high school or below,92056.0,four-door car,personal auto,62.0,2506,89.4,0
5018,va63861,f,california,west,college,28524.0,four-door car,personal auto,62.0,4968,297.6,0
5019,eh70612,m,california,west,college,50510.55,two-door car,personal auto,61.0,1918,439.2,2
5020,uo40726,f,oregon,north west,bachelor,28089.0,two-door car,personal auto,82.0,3146,411.86,1
5021,zy49833,f,california,west,bachelor,87020.0,four-door car,personal auto,74.0,5963,331.12,0
5022,hz47488,m,california,west,doctor,27907.0,four-door car,personal auto,74.0,2861,406.44,1
5023,lp51258,f,oregon,north west,bachelor,91811.0,four-door car,personal auto,70.0,2857,333.79,0
5024,vw65573,m,california,west,high school or below,50510.55,suv,special auto,111.0,7630,799.2,0
5025,lv82913,m,oregon,north west,college,69451.0,four-door car,corporate auto,72.0,5716,230.24,0
5026,ox53879,m,arizona,central,bachelor,92427.0,four-door car,personal auto,64.0,5114,126.05,2
5027,qv76563,f,arizona,central,doctor,50510.55,four-door car,personal auto,69.0,5070,331.2,0
5028,cp27565,m,oregon,north west,bachelor,44428.0,suv,special auto,104.0,12037,499.2,0
5029,ll56632,f,oregon,north west,high school or below,55842.0,suv,personal auto,109.0,8680,703.12,0
5030,zg88784,m,oregon,north west,college,52796.0,four-door car,corporate auto,62.0,4911,297.6,0
5032,tx13297,f,california,west,bachelor,50510.55,four-door car,corporate auto,66.0,2396,433.16,2
5033,rs20615,f,california,west,high school or below,34974.0,four-door car,special auto,71.0,5672,315.16,0
5034,hp77890,f,washington,east,college,56457.0,four-door car,personal auto,73.0,14413,138.46,0
5035,ge45663,f,arizona,central,bachelor,39854.0,two-door car,personal auto,66.0,5218,261.93,0
5036,uw90223,f,california,west,bachelor,27839.0,two-door car,personal auto,65.0,2363,312.0,5
5037,lc58452,m,california,west,high school or below,88240.0,suv,personal auto,117.0,4656,561.6,0
5039,ng59515,m,california,west,college,52693.0,suv,personal auto,129.0,10249,619.2,0
5041,au23837,f,oregon,north west,bachelor,64014.0,four-door car,corporate auto,63.0,5010,295.87,0
5042,ng62780,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,61.0,4250,292.8,1
5043,ww16329,f,oregon,north west,college,35482.0,suv,corporate auto,129.0,10209,619.2,0
5044,yn46118,f,arizona,central,high school or below,20951.0,four-door car,personal auto,65.0,4962,312.0,0
5045,cw77053,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,62.0,4477,297.6,0
5046,lx15904,f,washington,east,high school or below,39393.0,four-door car,special auto,70.0,2755,405.88,1
5047,in26765,m,oregon,north west,college,62912.0,two-door car,personal auto,69.0,8272,168.36,0
5048,wr55560,m,california,west,high school or below,33561.0,sports car,corporate auto,152.0,5927,235.32,0
5049,jq70222,f,washington,east,high school or below,53055.0,suv,personal auto,112.0,8548,537.6,2
5051,en97874,f,oregon,north west,high school or below,55037.0,four-door car,corporate auto,80.0,6447,481.82,1
5052,ip76282,f,oregon,north west,high school or below,50510.55,four-door car,personal auto,65.0,4484,463.38,0
5054,nz98813,f,california,west,high school or below,29658.0,suv,personal auto,119.0,13840,571.2,0
5055,xj65608,f,california,west,college,63633.0,two-door car,corporate auto,68.0,5392,374.02,1
5056,hi71466,m,california,west,college,23459.0,four-door car,personal auto,96.0,3847,185.07,0
5057,ro70057,m,nevada,central,high school or below,34498.0,two-door car,personal auto,83.0,6369,398.4,0
5058,lt77960,f,arizona,central,college,28559.0,four-door car,corporate auto,66.0,5317,427.24,0
5059,fo13691,m,oregon,north west,doctor,73740.0,two-door car,personal auto,64.0,5124,229.27,0
5060,ip87756,m,washington,east,high school or below,50510.55,suv,personal auto,125.0,4152,900.0,0
5061,yg37894,f,california,west,college,25925.0,two-door car,corporate auto,72.0,2595,660.59,3
5062,sr24177,m,nevada,central,bachelor,31725.0,two-door car,personal auto,76.0,5763,177.23,0
5065,bp54465,f,arizona,central,master,43922.0,four-door car,personal auto,88.0,10547,108.7,0
5066,yy12812,f,nevada,central,bachelor,87123.0,four-door car,corporate auto,69.0,8389,118.47,0
5067,hw61722,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,66.0,7189,278.57,0
5068,ce17855,f,oregon,north west,master,68745.0,four-door car,personal auto,80.0,3239,473.61,0
5069,zx50209,f,california,west,college,29815.0,four-door car,personal auto,95.0,10961,76.18,0
5070,cz84042,f,oregon,north west,high school or below,53333.0,two-door car,personal auto,66.0,2661,22.95,0
5071,sq54906,f,oregon,north west,college,50510.55,four-door car,personal auto,66.0,2004,316.8,4
5073,wp60679,m,oregon,north west,bachelor,95351.0,sports car,personal auto,111.0,8941,406.48,0
5074,bz47770,f,washington,east,bachelor,62088.0,two-door car,corporate auto,64.0,5084,73.26,2
5075,ts76653,f,nevada,central,master,50510.55,sports car,personal auto,122.0,9031,650.52,0
5078,kn90631,f,nevada,central,high school or below,28120.0,suv,personal auto,112.0,8560,537.6,0
5079,ku59569,f,california,west,college,50510.55,sports car,personal auto,106.0,7715,763.2,0
5080,ie71278,m,california,west,bachelor,44369.0,four-door car,personal auto,77.0,2937,362.28,3
5081,vy76337,m,washington,east,high school or below,15131.0,four-door car,personal auto,67.0,5112,321.6,0
5082,yc77374,f,california,west,bachelor,26890.0,two-door car,personal auto,65.0,5120,312.0,0
5083,fx78218,m,california,west,doctor,45855.0,four-door car,personal auto,62.0,2495,0.89,1
5085,mo82744,f,california,west,bachelor,45586.0,four-door car,personal auto,72.0,5656,203.42,0
5086,gg20671,m,nevada,central,college,43267.0,four-door car,special auto,78.0,15673,453.07,0
5087,yc53575,m,oregon,north west,high school or below,50510.55,four-door car,personal auto,82.0,8509,590.4,0
5088,es82658,m,oregon,north west,master,46648.0,four-door car,personal auto,81.0,6418,123.58,0
5089,su44811,f,oregon,north west,high school or below,42406.0,four-door car,corporate auto,77.0,3056,108.87,0
5090,az43057,m,california,west,master,50798.0,four-door car,personal auto,72.0,5746,64.98,0
5092,tm24806,m,oregon,north west,college,13528.0,four-door car,personal auto,86.0,6006,412.8,0
5093,zh18791,m,oregon,north west,bachelor,50510.55,four-door car,personal auto,67.0,5029,80.75,0
5094,ce10235,f,california,west,bachelor,85023.0,four-door car,personal auto,85.0,3410,408.0,0
5095,iq96928,f,oregon,north west,high school or below,50510.55,four-door car,corporate auto,62.0,4348,675.66,0
5096,bm55732,f,nevada,central,high school or below,74460.0,two-door car,corporate auto,69.0,8337,331.2,0
5097,pc76141,m,nevada,central,bachelor,22932.0,four-door car,personal auto,62.0,2347,297.6,0
5098,rv98208,f,arizona,central,college,54189.0,two-door car,personal auto,62.0,4991,29.04,0
5099,lj21457,m,california,west,college,42247.0,two-door car,personal auto,74.0,2880,355.2,0
5100,mv86976,m,california,west,high school or below,50510.55,four-door car,personal auto,96.0,3482,726.13,0
5102,ox35378,m,oregon,north west,bachelor,36706.0,four-door car,personal auto,80.0,3155,488.3,0
5103,vl95438,m,arizona,central,college,67899.0,four-door car,corporate auto,66.0,5292,316.8,1
5104,yu32377,f,oregon,north west,college,50510.55,two-door car,corporate auto,61.0,6554,365.82,0
5105,qw88350,f,washington,east,college,41900.0,four-door car,corporate auto,63.0,7618,170.5,0
5107,cp99334,f,oregon,north west,college,60108.0,four-door car,personal auto,78.0,3143,507.06,0
5109,oy32548,f,washington,east,college,27940.0,two-door car,personal auto,65.0,5097,27.67,1
5110,xe36531,f,california,west,high school or below,51246.0,suv,personal auto,122.0,4890,817.69,0
5111,sz86381,m,oregon,north west,bachelor,56587.0,four-door car,personal auto,65.0,5113,312.0,1
5112,yy29772,f,arizona,central,high school or below,45025.0,four-door car,personal auto,69.0,2725,452.27,1
5113,fg69718,f,california,west,high school or below,50510.55,suv,corporate auto,132.0,9781,950.4,0
5115,qh27767,m,oregon,north west,doctor,82601.0,four-door car,personal auto,66.0,5308,186.39,0
5117,ad33653,m,oregon,north west,high school or below,50510.55,two-door car,personal auto,92.0,3325,441.6,0
5118,hu54636,f,california,west,college,41212.0,four-door car,personal auto,95.0,3792,405.44,0
5119,cd45044,f,arizona,central,high school or below,50510.55,four-door car,personal auto,70.0,7600,504.0,0
5120,cb61335,f,california,west,high school or below,21687.0,four-door car,personal auto,88.0,6950,603.1,0
5121,dl53457,f,california,west,college,22571.0,four-door car,personal auto,63.0,4605,302.4,0
5122,yg68142,f,oregon,north west,high school or below,72032.0,four-door car,personal auto,72.0,5864,438.15,0
5123,ui24036,f,washington,east,bachelor,42570.0,suv,personal auto,128.0,15374,587.41,0
5124,ld63324,m,arizona,central,college,62873.0,four-door car,corporate auto,81.0,3231,207.75,0
5125,lb29621,f,oregon,north west,bachelor,21370.0,four-door car,corporate auto,77.0,9295,105.18,0
5126,xb43625,f,arizona,central,bachelor,66081.0,four-door car,personal auto,64.0,2505,42.03,1
5127,fi65786,f,oregon,north west,master,93854.0,two-door car,corporate auto,87.0,7082,417.6,0
5128,zc61874,f,arizona,central,doctor,19429.0,suv,special auto,122.0,9560,683.46,0
5129,qa66968,f,california,west,bachelor,46879.0,four-door car,personal auto,86.0,6756,324.94,2
5130,yq98322,m,oregon,north west,bachelor,36791.0,four-door car,personal auto,68.0,5291,326.4,0
5131,en27946,m,california,west,high school or below,40211.0,two-door car,personal auto,106.0,8391,710.74,2
5133,kl43280,m,california,west,college,69063.0,two-door car,personal auto,115.0,9264,552.0,0
5134,db93245,f,arizona,central,doctor,87455.0,four-door car,corporate auto,71.0,2854,329.24,0
5135,sn53710,m,washington,east,high school or below,80101.0,four-door car,personal auto,79.0,6245,442.92,0
5136,ib82793,m,california,west,high school or below,50510.55,four-door car,corporate auto,61.0,2129,292.8,1
